,Unnamed: 0,LRPName,Lat,ControlTraffic,Lon,Chainage,Description,Length,Cat,Next Node,BridgesDelay,Heavy Truck Create,Heavy Truck Destroy,Medium Truck Create,Medium Truck Destroy,Small Truck Create,Small Truck Destroy,Large Bus Create,Large Bus Destroy,Medium Bus Create,Medium Bus Destroy,Micro Bus Create,Micro Bus Destroy,Utility Create,Utility Destroy,Car Create,Car Destroy,Auto Rickshaw Create,Auto Rickshaw Destroy,Motor Cycle Create,Motor Cycle Destroy,Bi-Cycle Create,Bi-Cycle Destroy,Cycle Rickshaw Create,Cycle Rickshaw Destroy,Cart Create,Cart Destroy,Motorized Total Create,Motorized Total Destroy,Index,important_bridge
384,384,LRP153,22.984221899999998,,91.41372220000001,149.841,0,0.0,,LRP154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,False
385,385,LRP154,22.9774438,,91.42058270000001,150.892,0,0.0,,LRP155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,False
386,386,LRP155,22.9711382,,91.4273882,151.892,0,0.0,,LRP156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,False
387,387,LRP156,22.966333300000002,,91.4356108,152.892,0,0.0,,LRP156a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,False
388,388,LRP156a,22.9624167,,91.44169409999999,153.672,0,0.0,,LRP156b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,False
389,389,LRP156b,22.9618056,,91.4424997,153.781,0,0.0,,LRP155a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,False
390,390,LRP155a,22.961448736936894,,91.44299620270269,153.843,LAMUA BRIDGE,94.05,B,LRP157,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,False
391,391,LRP157,22.9611667,,91.44338859999999,153.892,0,0.0,,LRP158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,False
392,392,LRP158,22.9561389,,91.45177779999999,154.935,0,0.0,,LRP159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,False
393,393,LRP159,22.9514444,,91.46002779999999,155.935,0,0.0,,LRP160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,False
394,394,LRP160,22.9479997,ControlTraffic,91.46899930000001,156.947,0,0.0,,LRP160a,DestroyTraffic,0.0,0.1506,119.33333,0.0,83.91667,0.0,4.75,0.0,63.916669999999996,0.0,78.16667,0.0,10.25,0.0,20.41667,0.0,69.25,0.0,35.83333,0.0,0.0,0.5636800000000001,5.5,0.0,0.0,0.0,475.41667,0.0,395,False
395,395,LRP160a,22.9483608,,91.4761382,157.685,0,0.0,,LRP161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,False
396,396,LRP161,22.9484997,,91.4786938,157.947,0,0.0,,LRP159a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,False
397,397,LRP159a,22.948603866666602,,91.4794993833333,158.031,FAZAILPUR BOXCULVERT,1.5,A,LRP162,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,False
398,398,LRP162,22.9497497,,91.4883608,158.955,0,0.0,,LRP163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,False
399,399,LRP163,22.9497774,,91.49802740000001,159.955,0,0.0,,LRP163a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,False
400,400,LRP163a,22.9496663,,91.5007778,160.243,0,0.0,,LRP161a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,False
401,401,LRP161a,22.9496126090047,,91.502066899526,160.379,MUHURI BRIDGE,191.5,B,LRP163b,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,False
402,402,LRP163b,22.949582999999997,,91.50277779999999,160.454,0,0.0,,LRP164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,False
403,403,LRP164,22.9482774,ControlTraffic,91.50725,160.963,0,0.0,,LRP164a,DestroyTraffic,3.08333,0.0,0.0,0.30865,0.0,0.36406,0.0,0.1627,0.0,0.18014000000000002,0.0,0.34781,0.0,0.06875,0.0,0.24915,169.41666999999998,0.0,0.0,0.19539,0.0,0.00541,11.5,0.0,0.0,0.0,0.0,0.1743,404,False
404,404,LRP164a,22.943944100000003,,91.51086109999999,161.582,0,0.0,,LRP165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,False
405,405,LRP165,22.940832999999998,,91.5124444,161.963,0,0.0,,LRP166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,False
406,406,LRP166,22.932971600000002,,91.51722159999998,162.963,0,0.0,,LRP167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,False
407,407,LRP167,22.924888199999998,,91.5213327,163.963,0,0.0,,LRP168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,False
408,408,LRP168,22.916721600000002,,91.5253882,164.963,0,0.0,,LRP168a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,False
409,409,LRP168a,22.9156667,,91.5259438,165.097,0,0.0,,LRP166a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,False
410,410,LRP166a,22.9149647061403,,91.5262895350877,165.183,DumGhat Bridge(L),222.43,A,LRP168b,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,False
411,411,LRP168b,22.9138056,,91.5268604,165.325,0,0.0,,LRP166c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,False
412,412,LRP166c,22.9097128884012,,91.5289285034482,165.825,BUMGAT BOXCULVERT,6.1,A,LRP169,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,False
413,413,LRP169,22.9085833,,91.5294993,165.963,0,0.0,,LRP169a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414,False
414,414,LRP169a,22.9046667,,91.53144379999999,166.42700000000005,0,0.0,,LRP167a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,False
415,415,LRP167a,22.9042462955223,,91.5316297776119,166.479,BOROYAR PARA SLUB CULVERT,3.0,A,LRP170,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,False
416,416,LRP170,22.9003333,,91.5333608,166.963,0,0.0,,LRP170a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,False
417,417,LRP170a,22.899444100000004,,91.5336108,167.046,0,0.0,,LRP170b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,False
418,418,LRP170b,22.893999700000002,,91.5346941,167.683,0,0.0,,LRP170c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,False
419,419,LRP170c,22.8929719,,91.5350274,167.796,0,0.0,,LRP170d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,False
420,420,LRP170d,22.8921663,,91.5353052,167.9,0,0.0,,LRP171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,False
421,421,LRP171,22.891638600000004,,91.5354719,167.963,0,0.0,,LRP172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,False
422,422,LRP172,22.8829993,,91.5381663,168.963,0,0.0,,LRP171a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,False
423,423,LRP171a,22.874698694117605,,91.54088366470579,169.933,UTTOR SONAPAR BOX CULVERT,4.3,A,LRP173,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,False
424,424,LRP173,22.874443799999998,,91.5409719,169.963,0,0.0,,LRP173a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425,False
425,425,LRP173a,22.8731382,,91.54144409999999,170.125,0,0.0,,LRP171b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,False
426,426,LRP171b,22.872722034892,,91.54159587661871,170.174,CHAIRMEN BARI BOX CULVERT,2.0,A,LRP173b,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427,False
427,427,LRP173b,22.868416,,91.5431663,170.68099999999995,0,0.0,,LRP171c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,False
428,428,LRP171c,22.8680563702127,,91.5432963340425,170.725,MADDAM SONAPAR(1) BOX CULVERT,1.5,A,LRP174,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429,False
429,429,LRP174,22.8661111,,91.5439997,170.963,0,0.0,,LRP174a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,False
430,430,LRP174a,22.861117723107572,,91.54512584501991,171.53900000000004,0,0.0,,LRP172a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431,False
431,431,LRP172a,22.8609876872509,,91.54515517171309,171.554,DHARBAR TILA CULVERT,4.3,A,LRP172b,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432,False
432,432,LRP172b,22.859484788259106,,91.5454799987854,171.72799999999995,MADDUM SONAPHAR-3,2.0,A,LRP175,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,False
433,433,LRP175,22.8575556,,91.54563859999999,171.963,0,0.0,,LRP176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,False
434,434,LRP176,22.8486663,,91.5463608,172.963,0,0.0,,LRP176b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,False
435,435,LRP176b,22.848444100000002,,91.54641629999999,172.99,0,0.0,,LRP174b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,False
436,436,LRP174b,22.8453914894736,,91.54746892105257,173.35,MUSTAU NOGAR(2),3.0,A,LRP176c,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,False
437,437,LRP176c,22.8452219,,91.5475274,173.37,0,0.0,,LRP174c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438,False
438,438,LRP174c,22.8434551375,,91.54814955625,173.585,MASTARI HAGOR 3 CULVERT,1.5,A,LRP176d,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,False
439,439,LRP176d,22.8432497,,91.5482219,173.61,0,0.0,,LRP175a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,False
440,440,LRP175a,22.8410943334277,,91.5488096951841,173.859,MUSTAN NAGAR -4,3.0,A,LRP177,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,False
441,441,LRP177,22.8401941,,91.5490552,173.963,0,0.0,,LRP177a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,False
442,442,LRP177a,22.8372497,,91.5492497,174.27700000000004,0,0.0,,LRP175b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,False
443,443,LRP175b,22.8327467692419,,91.55010350145771,174.804,RAIPUR BOX CUL-1,3.0,A,LRP178,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,False
444,444,LRP178,22.8313882,,91.55036109999999,174.963,0,0.0,,LRP176a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,False
445,445,LRP176a,22.8309613422018,,91.5505028545871,175.013,RAIPUR (2) BOX CULVERT,4.5,A,LRP178a,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,False
446,446,LRP178a,22.8239438,,91.5528333,175.835,0,0.0,,LRP179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,False
447,447,LRP179,22.8228049,,91.55313890000001,175.963,0,0.0,,LRP180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,False
448,448,LRP180,22.8141389,,91.5555833,176.963,0,0.0,,LRP179a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449,False
449,449,LRP179a,22.811563437647,,91.5562562129411,177.247,MUCHIPOOL CULVERT,9.5,B,LRP180a,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,False
450,450,LRP180a,22.8110556,,91.5563889,177.303,0,0.0,,LRP180b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451,False
451,451,LRP180b,22.808000000000003,,91.5579167,177.709,0,0.0,,LRP180c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,False
452,452,LRP180c,22.8059722,,91.5589167,177.96099999999996,0,0.0,,LRP181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,False
453,453,LRP181,22.805944399999998,,91.5589167,177.963,0,0.0,,LRP181a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454,False
454,454,LRP181a,22.8045833,,91.5591111,178.118,0,0.0,,LRP182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455,False
455,455,LRP182,22.797471899999998,,91.56136109999998,178.963,0,0.0,,LRP182a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,False
456,456,LRP182a,22.7934163,,91.5633333,179.456,0,0.0,,LRP182b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,False
457,457,LRP182b,22.789610800000002,,91.5654444,179.928,0,0.0,,LRP183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458,False
458,458,LRP183,22.7893608,,91.5655833,179.963,0,0.0,,LRP183a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459,False
459,459,LRP183a,22.7813327,,91.5695271,180.957,0,0.0,,LRP184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,False
460,460,LRP184,22.781221600000002,,91.5695827,180.963,0,0.0,,LRP184b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,False
461,461,LRP184b,22.777110399999998,,91.5713327,181.46400000000003,0,0.0,,LRP183b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,False
462,462,LRP183b,22.774197091999998,,91.57287375199994,181.825,Mirsorai(2) box culvert,6.0,A,LRP184c,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463,False
463,463,LRP184c,22.7732771,,91.5733604,181.93900000000002,0,0.0,,LRP185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464,False
464,464,LRP185,22.7730271,,91.57347159999999,181.963,0,0.0,,LRP184a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465,False
465,465,LRP184a,22.770251666097998,,91.5750905211087,182.318,IANAINIPOL BOX CULVERT.,9.7,A,LRP185a,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466,False
466,466,LRP185a,22.7693604,,91.5756104,182.43200000000002,0,0.0,,LRP185b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,False
467,467,LRP185b,22.7661944,,91.5779993,182.43400000000003,0,0.0,,LRP186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,False
468,468,LRP186,22.765472199999998,,91.57855490000001,182.963,0,0.0,,LRP186a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469,False
469,469,LRP186a,22.7621944,,91.5811382,183.416,0,0.0,,LRP187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470,False
470,470,LRP187,22.758527800000003,,91.58452740000001,183.963,0,0.0,,LRP188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471,False
471,471,LRP188,22.751333300000002,,91.5903608,184.963,0,0.0,,LRP187a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,False
472,472,LRP187a,22.750639349568896,,91.5908840370689,185.058,VARTAGIA BOX CULVERT,3.0,A,LRP188a,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473,False
473,473,LRP188a,22.749638600000004,,91.5916386,185.195,0,0.0,,LRP187b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474,False
474,474,LRP187b,22.7445136523437,,91.59439989153641,185.842,BOTHAGIA (-3) BOX CULVERT,8.1,B,LRP189,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,False
475,475,LRP189,22.7435552,,91.5949163,185.963,0,0.0,,LRP189a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,False
476,476,LRP189a,22.743305199999998,,91.5950274,185.995,0,0.0,,LRP190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477,False
477,477,LRP190,22.7349997,,91.59794409999999,186.963,0,0.0,,LRP191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,False
478,478,LRP191,22.7263882,,91.60077779999999,187.963,0,0.0,,LRP190a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,False
479,479,LRP190a,22.723316755473,,91.6024331404452,188.35,NIAZAMPUR BOX CULVERT,3.0,A,LRP192,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,False
480,480,LRP192,22.7185549,,91.6053056,188.963,0,0.0,,LRP191a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,False
481,481,LRP191a,22.7178243865384,,91.6057623307692,189.058,MIRJAPUR BOX CULVERT,3.0,A,LRP191b,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482,False
482,482,LRP191b,22.7172707342307,,91.60610848461529,189.13,MIRZAPUR (2) BOX CULVERT,3.0,A,LRP192a,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483,False
483,483,LRP192a,22.7165556,,91.6065556,189.22299999999998,0,0.0,,LRP192b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,False
484,484,LRP192b,22.715999999999998,,91.6069167,189.298,0,0.0,,LRP193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485,False
485,485,LRP193,22.7143889,,91.60794440000001,189.513,0,0.0,,LRP191c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,False
486,486,LRP191c,22.713872738281196,,91.6082352218749,189.58,ISAMATI BOX CULVERT,19.2,C,LRP193a,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487,False
487,487,LRP193a,22.7124167,,91.6090556,189.769,0,0.0,,LRP193b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,False
488,488,LRP193b,22.7076111,,91.6118056,190.37599999999998,0,0.0,,LRP194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489,False
489,489,LRP194,22.7065556,,91.61236109999999,190.513,0,0.0,,LRP194a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,False
490,490,LRP194a,22.706,,91.6126944,190.581,0,0.0,,LRP194b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491,False
491,491,LRP194b,22.7033056,,91.6142222,190.923,0,0.0,,LRP194c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492,False
492,492,LRP194c,22.7002222,,91.61577779999999,191.304,0,0.0,,LRP195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493,False
493,493,LRP195,22.6984997,,91.61666600000001,191.524,0,0.0,,LRP195a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494,False
494,494,LRP195a,22.6919719,,91.61986040000001,192.308,0,0.0,,LRP196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495,False
495,495,LRP196,22.6904163,,91.62052709999999,192.524,0,0.0,,LRP196a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,False
496,496,LRP196a,22.689583,,91.62083270000001,192.622,0,0.0,,LRP196b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497,False
497,497,LRP196b,22.685083,,91.6228327,193.166,0,0.0,,LRP197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498,False
498,498,LRP197,22.6825549,ControlTraffic,91.6241938,193.483,0,0.0,,LRP197a,DestroyTraffic,121.75,0.0,206.41666999999998,0.0,35.66667,0.0,39.66667,0.0,12.5,0.0,17.25,0.0,0.0,0.19966,5.5,0.0,87.33333,0.0,16.91667,0.0,1.5,0.0,8.75,0.0,0.0,0.0,533.0833299999999,0.0,499,False
499,499,LRP197a,22.6769438,,91.62683270000001,194.153,0,0.0,,LRP198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,False
500,500,LRP198,22.6743049,,91.6277493,194.483,0,0.0,,LRP198b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,False
501,501,LRP198b,22.6722493,,91.6285271,194.734,0,0.0,,LRP198c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,False
502,502,LRP198c,22.6678604,,91.6301104,195.24,0,0.0,,LRP197b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,False
503,503,LRP197b,22.6657838981081,,91.6311293581081,195.501,MIRJA PUR (3) BOX CULVERT,3.0,A,LRP199,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,False
504,504,LRP199,22.6649167,,91.63155490000001,195.61,0,0.0,,LRP198a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,False
505,505,LRP198a,22.6615956814814,,91.6335257425926,196.038,SATU DURUAR HAT BOX CULVERT,3.0,A,LRP199b,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,False
506,506,LRP199b,22.6596667,,91.6347219,196.28799999999998,0,0.0,,LRP200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,False
507,507,LRP200,22.6571389,,91.636333,196.61,0,0.0,,LRP199a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,False
508,508,LRP199a,22.6547124294117,,91.63792617647051,196.925,RONA SORA CULVERT,3.1,A,LRP200a,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,False
509,509,LRP200a,22.6543889,,91.63813859999999,196.967,0,0.0,,LRP200b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,False
510,510,LRP200b,22.65277780000001,,91.6391663,197.176,0,0.0,,LRP201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511,False
511,511,LRP201,22.6494997,,91.640833,197.58700000000002,0,0.0,,LRP199c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,False
512,512,LRP199c,22.647456111231108,,91.64191711706259,197.846,BOTTOL BOX CULVERT,12.4,A,LRP201b,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513,False
513,513,LRP201b,22.645277399999998,,91.6430552,198.11700000000002,0,0.0,,LRP202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514,False
514,514,LRP202,22.641582999999997,,91.6451108,198.58700000000002,0,0.0,,LRP201a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515,False
515,515,LRP201a,22.636096590965,,91.64820924065701,199.279,KACHAI PATH BOX CULVERT,3.0,A,LRP203,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516,False
516,516,LRP203,22.6330827,,91.649833,199.648,0,0.0,,LRP203a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517,False
517,517,LRP203a,22.632027100000002,,91.65038890000001,199.783,0,0.0,,LRP202a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518,False
518,518,LRP202a,22.628166635294104,,91.6527578258312,200.277,EGOL PUR BOX CULVERT,3.0,A,LRP203b,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519,False
519,519,LRP203b,22.625916,,91.6541389,200.565,0,0.0,,LRP202b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,False
520,520,LRP202b,22.6258323373493,,91.6541857554217,200.575,UTTOR SITAKONDO BAZAR BOX CULVERT,6.1,B,LRP204,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521,False
521,521,LRP204,22.625221600000003,,91.6545278,200.648,0,0.0,,LRP204b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522,False
522,522,LRP204b,22.620693799999998,,91.6563611,201.2,0,0.0,,LRP204c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523,False
523,523,LRP204c,22.6194993,,91.65688890000001,201.363,0,0.0,,LRP204d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524,False
524,524,LRP204d,22.6180271,,91.6578333,201.38299999999998,0,0.0,,LRP204f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525,False
525,525,LRP204f,22.6175271,,91.65825,201.636,0,0.0,,LRP205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526,False
526,526,LRP205,22.61697160000001,,91.65875,201.727,0,0.0,,LRP204a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527,False
527,527,LRP204a,22.614989968627402,,91.66026705032681,201.999,PURBOMOHADAB PUR SLAB CULVERT(L),4.6,A,LRP205b,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528,False
528,528,LRP205b,22.6123889,,91.6622222,202.355,0,0.0,,LRP205a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529,False
529,529,LRP205a,22.6117556741935,,91.66256867311822,202.435,MADICAL MORE CULVERT,3.0,A,LRP206,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,False
530,530,LRP206,22.609444399999997,,91.6638333,202.727,0,0.0,,LRP206a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531,False
531,531,LRP206a,22.6088889,,91.66411109999999,202.799,0,0.0,,LRP206b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532,False
532,532,LRP206b,22.6023506949579,,91.66833673361342,203.651,KALIAVA BOX CULVERT,4.5,B,LRP207,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,False
533,533,LRP207,22.6015833,,91.66883270000001,203.75099999999998,0,0.0,,LRP207a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534,False
534,534,LRP207a,22.601,,91.66927709999999,203.88099999999997,0,0.0,,LRP207b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535,False
535,535,LRP207b,22.6000556,,91.6699438,203.99599999999998,0,0.0,,LRP207c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536,False
536,536,LRP207c,22.599444100000003,,91.6703049,204.045,0,0.0,,LRP206c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537,False
537,537,LRP206c,22.597166576651894,,91.671819207489,204.342,SKM BOX CULVERT(1),9.3,B,LRP207d,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538,False
538,538,LRP207d,22.594221899999997,,91.6737771,204.726,0,0.0,,LRP208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,False
539,539,LRP208,22.5939997,,91.6738327,204.75099999999998,0,0.0,,LRP208a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,False
540,540,LRP208a,22.5907497,,91.6754716,205.15900000000002,0,0.0,,LRP209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541,False
541,541,LRP209,22.584583,ControlTraffic,91.6780827,205.916,0,0.0,,LRP209a,DestroyTraffic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542,False
542,542,LRP209a,22.5836663,,91.6784716,206.033,0,0.0,,LRP209b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,True
543,543,LRP209b,22.5834997,,91.6785827,206.05900000000003,0,0.0,,LRP208d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,False
544,544,LRP208d,22.5815086746355,,91.67953904139941,206.3,BAROGINDO CULVERT,2.5,A,LRP209c,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,False
545,545,LRP209c,22.580666,,91.67994379999999,206.40200000000002,0,0.0,,LRP209d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546,False
546,546,LRP209d,22.5779438,,91.68113819999999,206.733,0,0.0,,LRP210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547,False
547,547,LRP210,22.5763604,,91.68180490000002,206.916,0,0.0,,LRP210a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548,False
548,548,LRP210a,22.5702905930578,,91.6840096656198,207.64,PHPMORE BON CULVERT,3.0,A,LRP210b,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549,True
